                           car_ID     symboling    fueltype   aspiration   doornumber enginelocation
price                   0.10567948    0.516295140   -0.061474847   -0.019580151    -0.17094540  0.10811655
carbodyhardtop          0.01863518    0.115814145   -0.043182233   -0.014109018    -0.04798521 -0.03789032
carbodyhatchback       -0.20209294   -0.194718368    0.197165392    0.097230559     0.14808414 -0.07874942
carbodysedan            0.18562320    0.068853415   -0.105671457   -0.065706341    -0.09332382  0.09269242
carbodywagon            0.02818323    0.012395228   -0.079859571   -0.026092679    -0.02258887  0.01201250
carbodyconvertible     -0.05709239    0.186845923   -0.037208512   -0.012157212    -0.04134705 -0.03264867
drivewheelfwd          -0.09034249   -0.429087137    0.132019672   -0.083189033     0.20040766  0.04920282
drivewheelrwd           0.12203512    0.441124995   -0.115181988    0.091216410    -0.18277105 -0.14432061
drivewheel4wd          -0.07045671   -0.008151933   -0.045918367   -0.015003001    -0.05102567  0.22192109
enginetypedohcv        -0.02302046    0.075338931   -0.015003001   -0.004901961    -0.01667172 -0.01316441
enginetypel             0.26816341    0.018294270   -0.053432462   -0.017458096    -0.05937552 -0.04688440
enginetypeohc           0.02058395   -0.296618865    0.132984122    0.043450171     0.14777537  0.11668714
enginetypeohcf         -0.09238426    0.001832396   -0.060209088   -0.019672237    -0.06690588 -0.05283056
enginetypeohcv         -0.08555595    0.279998434   -0.055758911   -0.018218222    -0.06196073 -0.04892575
enginetyperotor        -0.04638324   -0.060374268   -0.030229098   -0.009876814    -0.03359135 -0.02652457
enginetypedohc         -0.08198627    0.268315961   -0.053432462   -0.017458096    -0.05937552 -0.04688440
cylindernumberfive      0.21352719    0.082586537   -0.051025668   -0.016671719    -0.05670103  0.67042544
cylindernumberfour     -0.02018417   -0.367743795    0.115258662    0.037658695     0.12807838 -0.28518505
cylindernumbersix      -0.06859413    0.361406461   -0.078029631   -0.025494779    -0.08670853 -0.06846723
cylindernumberthree    -0.02302046   -0.065065441   -0.015003001   -0.004901961    -0.01667172 -0.01316441
cylindernumbertwelve   -0.02302046    0.075338931   -0.015003001   -0.004901961    -0.01667172 -0.01316441
cylindernumbertwo      -0.04638324   -0.060374268   -0.030229098   -0.009876814    -0.03359135 -0.02652457
cylindernumbereight    -0.05198752    0.170139262   -0.033881546   -0.011070186    -0.03765004 -0.02972942
fuelsystem2bbl         -0.22656546   -0.640368599   -0.147658274   -0.048244686    -0.16408166 -0.12956300
fuelsystem4bbl         -0.04006951   -0.113253179   -0.026114286   -0.008532374    -0.02901886 -0.02291402
fuelsystemidi           1.00000000   -0.305558658   -0.070456709   -0.023020463    -0.07829330 -0.06182236
fuelsystemmpfi         -0.30555866    1.000000000   -0.199140081   -0.065065441    -0.22128957  0.20232566
fuelsystemspdi         -0.07045671   -0.199140081    1.000000000   -0.015003001    -0.05102567 -0.04029115
fuelsystemspfi         -0.02302046   -0.065065441   -0.015003001    1.000000000    -0.01667172 -0.01316441
fuelsystem1bbl         -0.07829330   -0.221289566   -0.051025668   -0.016671719     1.00000000 -0.04477256
CarNameaudi            -0.06182236    0.202325660   -0.040291148   -0.013164408    -0.04477256  1.00000000
CarNamebmw             -0.06625841    0.216843506   -0.043182233   -0.014109018    -0.04798521 -0.03789032
CarNamebuick            0.27331594    0.014784784   -0.043182233   -0.014109018    -0.04798521 -0.03789032
CarNamechevrolet       -0.04006951   -0.113253179   -0.026114286   -0.008532374    -0.02901886 -0.02291402
CarNamedodge           -0.07045671   -0.055898970   -0.045918367   -0.015003001    -0.05102567 -0.04029115
CarNamehonda           -0.08555595   -0.201677193   -0.055758911   -0.018218222     0.91511235 -0.04892575
CarNameisuzu           -0.04638324   -0.131098411   -0.030229098    0.496309913    -0.03359135 -0.02652457
CarNamejaguar          -0.04006951    0.131135260   -0.026114286   -0.008532374    -0.02901886 -0.02291402
CarNamemaxda           -0.03263594   -0.092242792   -0.021269643   -0.006949473    -0.02363537 -0.01866308
CarNamemazda            0.03387423   -0.185988232   -0.060209088   -0.019672237    -0.06690588 -0.05283056
CarNamemercury         -0.02302046    0.075338931   -0.015003001   -0.004901961    -0.01667172 -0.01316441
CarNamemitsubishi      -0.08555595   -0.241816829    0.628121746   -0.018218222    -0.06196073 -0.04892575
CarNamenissan          -0.04392116   -0.080933074   -0.066482703   -0.021722028    -0.07387729 -0.05833536
CarNamepeugeot          0.28648231    0.039175665   -0.051025668   -0.016671719    -0.05670103 -0.04477256
CarNameplymouth        -0.06182236   -0.174735797    0.221921086   -0.013164408    -0.04477256 -0.03535354
CarNameporsche         -0.05198752    0.170139262   -0.033881546   -0.011070186    -0.03765004 -0.02972942
CarNamerenault         -0.03263594    0.106807443   -0.021269643   -0.006949473    -0.02363537 -0.01866308
CarNamesaab            -0.05709239    0.186845923   -0.037208512   -0.012157212    -0.04134705 -0.03264867
CarNamesubaru          -0.08198627   -0.065046294   -0.053432462   -0.017458096    -0.05937552 -0.04688440
CarNametoyota          -0.00552384    0.031554046   -0.092160571   -0.030111809    -0.10241119 -0.08086645
CarNamevolkswagen       0.23082005    0.062027258   -0.048526159   -0.015855050    -0.05392351 -0.04257936
CarNamevolvo           -0.00533818    0.212819152   -0.051025668   -0.016671719    -0.05670103 -0.04477256
CarNamevw              -0.03263594    0.106807443   -0.021269643   -0.006949473    -0.02363537 -0.01866308
CarNamealpha           -0.04006951    0.131135260   -0.026114286   -0.008532374    -0.02901886 -0.02291402
                      CarNamebmw CarNamebuick CarNamechevrolet CarNamedodge CarNamehonda CarNameisuzu
car_ID               -0.30136796 -0.107266563     -0.170924754 -0.278821252  -0.29020636 -0.137069788
symboling            -0.07448151 -0.135313026      0.016270297  0.028609071  -0.04582241 -0.009555484
fueltype             -0.06625841  0.273315944     -0.040069514 -0.070456709  -0.08555595 -0.046383242
aspiration            0.09457103 -0.167416276      0.057191457 -0.085161699   0.12211451  0.066203079
doornumber            0.02599806  0.025998065     -0.055901254 -0.050317493  -0.09247097 -0.017332923
enginelocation        0.02455822  0.024558216      0.014851485  0.026114286   0.03171071  0.017191624
wheelbase             0.14780367  0.408209543     -0.127604869 -0.133609491  -0.19171306 -0.092328749
carlength             0.17111997  0.347344832     -0.218994079 -0.227400355  -0.28077762 -0.117767375
carwidth              0.05341185  0.485409356     -0.194067558 -0.174349114  -0.18521164 -0.155429377
carheight             0.09094908  0.165353714     -0.066237883 -0.182891145  -0.05192482 -0.086802756
curbweight            0.14502824  0.442555831     -0.187364134 -0.166768971  -0.22984341 -0.092903585
enginesize            0.19388486  0.483128155     -0.136631666 -0.125043328  -0.17288100 -0.082884829
boreratio             0.10739871  0.205292313     -0.153248172 -0.186629269  -0.29683947 -0.067748993
stroke               -0.05663214  0.114073425     -0.067036071  0.075445241   0.17209051 -0.038517153
compressionratio     -0.07972192  0.238141164     -0.017711589 -0.081558512  -0.06088638 -0.032666571
horsepower            0.17756001  0.215235016     -0.128054001 -0.096604139  -0.15756126 -0.096973752
peakrpm              -0.02387435 -0.270042226      0.044789558  0.118787329   0.34382526  0.007375727
citympg              -0.18046877 -0.207487305      0.294677699  0.091296918   0.20594060  0.124950604
highwaympg           -0.15770874 -0.286047196      0.276425559  0.104805812   0.17841783  0.107784735
price                 0.32473069  0.515094050     -0.111167929 -0.145233314  -0.16626026 -0.077182152
carbodyhardtop       -0.04060914  0.219543147     -0.024558216 -0.043182233  -0.05243641 -0.028427839
carbodyhatchback     -0.14510889 -0.145108889      0.083575268  0.096745751   0.10809886 -0.027209298
carbodysedan          0.21472841  0.012804905     -0.032960433 -0.057956372  -0.04363487  0.079640704
carbodywagon         -0.07510098  0.001877525     -0.045417026 -0.007098628  -0.03580574 -0.052573358
carbodyconvertible   -0.03499137  0.114450945     -0.021160895 -0.037208512  -0.04518249 -0.024495204
drivewheelfwd        -0.23943798 -0.239437980      0.102566086  0.180348302   0.21899788 -0.024443868
drivewheelrwd         0.26254270  0.262542695     -0.093539896 -0.164476994  -0.19972526  0.037755149
drivewheel4wd        -0.04318223 -0.043182233     -0.026114286 -0.045918367  -0.05575891 -0.030229098
enginetypedohcv      -0.01410902 -0.014109018     -0.008532374 -0.015003001  -0.01821822 -0.009876814
enginetypel          -0.05024859 -0.050248586      0.142653068 -0.053432462  -0.06488331 -0.035175796
enginetypeohc         0.12506001 -0.099828603     -0.015037454  0.132984122   0.16148331  0.087546449
enginetypeohcf       -0.05662141 -0.056621414     -0.034241578 -0.060209088  -0.07311221 -0.039637002
enginetypeohcv       -0.05243641  0.361004508     -0.031710713 -0.055758911  -0.06770833 -0.036707350
enginetyperotor      -0.02842784 -0.028427839     -0.017191624 -0.030229098  -0.03670735 -0.019900498
enginetypedohc       -0.05024859 -0.050248586     -0.030387636 -0.053432462  -0.06488331 -0.035175796
cylindernumberfive   -0.04798521  0.399149663     -0.029018865 -0.051025668  -0.06196073 -0.033591349
cylindernumberfour   -0.25389356 -0.374654995     -0.031824458  0.115258662   0.13995919  0.075877379
cylindernumbersix     0.39671109 -0.073380086     -0.044376319 -0.078029631  -0.09475178 -0.051368668
cylindernumberthree  -0.01410902 -0.014109018      0.574513150 -0.015003001  -0.01821822 -0.009876814
cylindernumbertwelve -0.01410902 -0.014109018     -0.008532374 -0.015003001  -0.01821822 -0.009876814
cylindernumbertwo    -0.02842784 -0.028427839     -0.017191624 -0.030229098  -0.03670735 -0.019900498
cylindernumbereight  -0.03186265  0.621321663     -0.019268812 -0.033881546  -0.04114254 -0.022304987
fuelsystem2bbl       -0.13885977 -0.138859772      0.176856235  0.158098758  -0.13646193  0.129240826
fuelsystem4bbl       -0.02455822 -0.024558216     -0.014851485 -0.026114286  -0.03171071 -0.017191624
fuelsystemidi        -0.06625841  0.273315944     -0.040069514 -0.070456709  -0.08555595 -0.046383242
fuelsystemmpfi        0.21684351  0.014784784     -0.113253179 -0.055898970  -0.20167719 -0.131098411
fuelsystemspdi       -0.04318223 -0.043182233     -0.026114286 -0.045918367  -0.05575891 -0.030229098
fuelsystemspfi       -0.01410902 -0.014109018     -0.008532374 -0.015003001  -0.01821822  0.496309913
fuelsystem1bbl       -0.04798521 -0.047985205     -0.029018865 -0.051025668   0.91511235 -0.033591349
CarNameaudi          -0.03789032 -0.037890323     -0.022914024 -0.040291148  -0.04892575 -0.026524572
CarNamebmw            1.00000000 -0.040609137     -0.024558216 -0.043182233  -0.05243641 -0.028427839
CarNamebuick         -0.04060914  1.000000000     -0.024558216 -0.043182233  -0.05243641 -0.028427839
CarNamechevrolet     -0.02455822 -0.024558216      1.000000000 -0.026114286  -0.03171071 -0.017191624
CarNamedodge         -0.04318223 -0.043182233     -0.026114286  1.000000000  -0.05575891 -0.030229098
CarNamehonda         -0.05243641 -0.052436409     -0.031710713 -0.055758911   1.00000000 -0.036707350
CarNameisuzu         -0.02842784 -0.028427839     -0.017191624 -0.030229098  -0.03670735  1.000000000
CarNamejaguar        -0.02455822 -0.024558216     -0.014851485 -0.026114286  -0.03171071 -0.017191624
CarNamemaxda         -0.02000225 -0.020002250     -0.012096283 -0.021269643  -0.02582784 -0.014002286
CarNamemazda         -0.05662141 -0.056621414     -0.034241578 -0.060209088  -0.07311221 -0.039637002
CarNamemercury       -0.01410902 -0.014109018     -0.008532374 -0.015003001  -0.01821822 -0.009876814
CarNamemitsubishi    -0.05243641 -0.052436409     -0.031710713 -0.055758911  -0.06770833 -0.036707350
CarNamenissan        -0.06252120 -0.062521204     -0.037809453 -0.066482703  -0.08073029 -0.043767064
CarNamepeugeot       -0.04798521 -0.047985205     -0.029018865 -0.051025668  -0.06196073 -0.033591349
CarNameplymouth      -0.03789032 -0.037890323     -0.022914024 -0.040291148  -0.04892575 -0.026524572
CarNameporsche       -0.03186265 -0.031862649     -0.019268812 -0.033881546  -0.04114254 -0.022304987
CarNamerenault       -0.02000225 -0.020002250     -0.012096283 -0.021269643  -0.02582784 -0.014002286
CarNamesaab          -0.03499137 -0.034991372     -0.021160895 -0.037208512  -0.04518249 -0.024495204
CarNamesubaru        -0.05024859 -0.050248586     -0.030387636 -0.053432462  -0.06488331 -0.035175796
CarNametoyota        -0.08666901 -0.086669006     -0.052412742 -0.092160571  -0.11191106 -0.060671384
CarNamevolkswagen    -0.04563463 -0.045634634     -0.027597366 -0.048526159  -0.05892557 -0.031945866
CarNamevolvo         -0.04798521 -0.047985205     -0.029018865 -0.051025668  -0.06196073 -0.033591349
CarNamevw            -0.02000225 -0.020002250     -0.012096283 -0.021269643  -0.02582784 -0.014002286
CarNamealpha         -0.02455822 -0.024558216     -0.014851485 -0.026114286  -0.03171071 -0.017191624
                     CarNamejaguar CarNamemaxda  CarNamemazda CarNamemercury CarNamemitsubishi CarNamenissan
car_ID                -0.111204057 -0.086380584 -0.2041640225   -0.031944097     -0.0879413213  -0.023592279
symboling             -0.081830022  0.013251881  0.0676701305    0.009347499      0.2119777472   0.041421515
fueltype              -0.040069514 -0.032635939  0.0338742270   -0.023020463     -0.0855559456  -0.043921158
aspiration             0.057191457  0.046581471  0.1318606008   -0.149189650     -0.1901533690   0.100783252
doornumber             0.025954154 -0.112200462 -0.0156504317   -0.079143013     -0.1328040463  -0.038120210
enginelocation         0.014851485  0.012096283  0.0342415781    0.008532374      0.0317107128   0.037809453
wheelbase              0.214572653 -0.093467063 -0.0569047723    0.045961546     -0.1473964421  -0.156718504
carlength              0.226930245 -0.120567163 -0.0384142412    0.024750806     -0.1272481228  -0.077149452
carwidth               0.229245660 -0.079213373 -0.0176560074    0.068451092     -0.0795178590  -0.118726613
carheight             -0.129565462  0.015275135 -0.0535862625    0.030880779     -0.3237259737  -0.011651835
curbweight             0.345314588 -0.126233284 -0.1103720234    0.047776161     -0.0869898466  -0.092690128
enginesize             0.451075782 -0.085797171 -0.1508826157    0.022066660     -0.0538671004   0.007330955
boreratio              0.121894454 -0.110123018  0.0030268426    0.116674475     -0.0760709866  -0.086481005
stroke                 0.173192880 -0.033447050  0.0466318409   -0.030306825      0.1983237187   0.057441289
compressionratio      -0.027963667 -0.028621032  0.0385851118   -0.037858322     -0.1366598528  -0.027255733
horsepower             0.310630917 -0.090878039 -0.1157477282    0.125807339     -0.0002648421  -0.012281227
peakrpm               -0.074732555 -0.026100993 -0.0010561922   -0.018410898      0.0788076101   0.034333527
citympg               -0.203283585  0.080312460 -0.0065805693   -0.066724164     -0.0118193296   0.084644035
highwaympg            -0.220292392  0.054165639  0.0347161134   -0.068807222      0.0152507237   0.099052515
price                  0.326074320 -0.095053108 -0.0689667375    0.028344297     -0.1318107872  -0.111382619
carbodyhardtop        -0.024558216 -0.020002250 -0.0566214138   -0.014109018     -0.0524364090   0.026484677
carbodyhatchback      -0.087754032  0.137843040  0.1136877516    0.097230559      0.1925189197  -0.041667256
carbodysedan           0.129856166 -0.093151391 -0.0009155851   -0.065706341     -0.0837476468   0.019714236
carbodywagon          -0.045417026 -0.036991397 -0.1047134771   -0.026092679     -0.0969738892   0.042395585
carbodyconvertible    -0.021160895 -0.017235190 -0.0487885506   -0.012157212     -0.0451824887  -0.053872178
drivewheelfwd         -0.144799180  0.083538336  0.0083462233   -0.083189033      0.2189978754   0.156157897
drivewheelrwd          0.158771666 -0.076186657  0.0170262273    0.091216410     -0.1997252635  -0.131079951
drivewheel4wd         -0.026114286 -0.021269643 -0.0602090879   -0.015003001     -0.0557589107  -0.066482703
enginetypedohcv       -0.008532374 -0.006949473 -0.0196722369   -0.004901961     -0.0182182215  -0.021722028
enginetypel           -0.030387636 -0.024750213 -0.0700617204   -0.017458096     -0.0648833150  -0.077361952
enginetypeohc         -0.196371462  0.061598984  0.0071380129    0.043450171      0.1614833060  -0.038282900
enginetypeohcf        -0.034241578 -0.027889184 -0.0789473684   -0.019672237     -0.0731122065  -0.087173459
enginetypeohcv         0.134973803 -0.025827837 -0.0731122065   -0.018218222     -0.0677083333   0.343621233
enginetyperotor       -0.017191624 -0.014002286  0.5020686890   -0.009876814     -0.0367073497  -0.043767064
enginetypedohc         0.315693771 -0.024750213 -0.0700617204   -0.017458096     -0.0648833150  -0.077361952
cylindernumberfive    -0.029018865 -0.023635373 -0.0669058830   -0.016671719     -0.0619607319  -0.073877285
cylindernumberfour    -0.226571140  0.053388452 -0.0284736698    0.037658695      0.1399591884  -0.081019866
cylindernumbersix      0.208322165 -0.036143759 -0.1023140232   -0.025494779     -0.0947517839   0.208689658
cylindernumberthree   -0.008532374 -0.006949473 -0.0196722369   -0.004901961     -0.0182182215  -0.021722028
cylindernumbertwelve   0.574513150 -0.006949473 -0.0196722369   -0.004901961     -0.0182182215  -0.021722028
cylindernumbertwo     -0.017191624 -0.014002286  0.5020686890   -0.009876814     -0.0367073497  -0.043767064
cylindernumbereight   -0.019268812 -0.015694121 -0.0444261658   -0.011070186     -0.0411425368  -0.049055246
fuelsystem2bbl        -0.083974903  0.144046401  0.1271193193   -0.048244686      0.0777394174   0.192011834
fuelsystem4bbl        -0.014851485 -0.012096283  0.4337266557   -0.008532374     -0.0317107128  -0.037809453
fuelsystemidi         -0.040069514 -0.032635939  0.0338742270   -0.023020463     -0.0855559456  -0.043921158
fuelsystemmpfi         0.131135260 -0.092242792 -0.1859882324    0.075338931     -0.2418168290  -0.080933074
fuelsystemspdi        -0.026114286 -0.021269643 -0.0602090879   -0.015003001      0.6281217462  -0.066482703
fuelsystemspfi        -0.008532374 -0.006949473 -0.0196722369   -0.004901961     -0.0182182215  -0.021722028
fuelsystem1bbl        -0.029018865 -0.023635373 -0.0669058830   -0.016671719     -0.0619607319  -0.073877285
CarNameaudi           -0.022914024 -0.018663084 -0.0528305648   -0.013164408     -0.0489257494  -0.058335359
CarNamebmw            -0.024558216 -0.020002250 -0.0566214138   -0.014109018     -0.0524364090  -0.062521204
CarNamebuick          -0.024558216 -0.020002250 -0.0566214138   -0.014109018     -0.0524364090  -0.062521204
CarNamechevrolet      -0.014851485 -0.012096283 -0.0342415781   -0.008532374     -0.0317107128  -0.037809453
CarNamedodge          -0.026114286 -0.021269643 -0.0602090879   -0.015003001     -0.0557589107  -0.066482703
CarNamehonda          -0.031710713 -0.025827837 -0.0731122065   -0.018218222     -0.0677083333  -0.080730290
CarNameisuzu          -0.017191624 -0.014002286 -0.0396370018   -0.009876814     -0.0367073497  -0.043767064
CarNamejaguar          1.000000000 -0.012096283 -0.0342415781   -0.008532374     -0.0317107128  -0.037809453
CarNamemaxda          -0.012096283  1.000000000 -0.0278891840   -0.006949473     -0.0258278372  -0.030795157
CarNamemazda          -0.034241578 -0.027889184  1.0000000000   -0.019672237     -0.0731122065  -0.087173459
CarNamemercury        -0.008532374 -0.006949473 -0.0196722369    1.000000000     -0.0182182215  -0.021722028
CarNamemitsubishi     -0.031710713 -0.025827837 -0.0731122065   -0.018218222      1.0000000000  -0.080730290
CarNamenissan         -0.037809453 -0.030795157 -0.0871734589   -0.021722028     -0.0807302897   1.000000000
CarNamepeugeot        -0.029018865 -0.023635373 -0.0669058830   -0.016671719     -0.0619607319  -0.073877285
CarNameplymouth       -0.022914024 -0.018663084 -0.0528305648   -0.013164408     -0.0489257494  -0.058335359
CarNameporsche        -0.019268812 -0.015694121 -0.0444261658   -0.011070186     -0.0411425368  -0.049055246
CarNamerenault        -0.012096283 -0.009852217 -0.0278891840   -0.006949473     -0.0258278372  -0.030795157
CarNamesaab           -0.021160895 -0.017235190 -0.0487885506   -0.012157212     -0.0451824887  -0.053872178
CarNamesubaru         -0.030387636 -0.024750213 -0.0700617204   -0.017458096     -0.0648833150  -0.077361952
CarNametoyota         -0.052412742 -0.042689288 -0.1208427964   -0.030111809     -0.1119110574  -0.133434271
CarNamevolkswagen     -0.027597366 -0.022477586 -0.0636284763   -0.015855050     -0.0589255651  -0.070258382
CarNamevolvo          -0.029018865 -0.023635373 -0.0669058830   -0.016671719     -0.0619607319  -0.073877285
CarNamevw             -0.012096283 -0.009852217 -0.0278891840   -0.006949473     -0.0258278372  -0.030795157
CarNamealpha          -0.014851485 -0.012096283 -0.0342415781   -0.008532374     -0.0317107128  -0.037809453
                     CarNamepeugeot CarNameplymouth CarNameporsche CarNamerenault  CarNamesaab CarNamesubaru
car_ID                   0.04023809     0.060368718     0.06679623    0.047802848  0.095361786  1.748646e-01
symboling               -0.15989070     0.025103077     0.22475543    0.013251881  0.232847410 -6.707090e-02
fueltype                 0.28648231    -0.061822357    -0.05198752   -0.032635939 -0.057092390 -8.198627e-02
aspiration              -0.22596810    -0.051444604     0.07420210    0.046581471 -0.069008118  8.960952e-03
doornumber               0.21065308     0.003960404    -0.17873009   -0.012195702 -0.021334817  9.497592e-02
enginelocation           0.02901886     0.022914024    -0.77075249    0.012096283  0.021160895  3.038764e-02
wheelbase                0.45361602    -0.105510539    -0.17047212   -0.043896311  0.009926706 -1.071607e-01
carlength                0.33060228    -0.139779960    -0.04868190    0.041137849  0.177076226 -1.051719e-01
carwidth                 0.27630179    -0.143778148     0.08956448    0.029787034  0.048051527 -1.116047e-01
carheight                0.33770146    -0.135255608    -0.17026475   -0.035625429  0.169192302  2.569869e-03
curbweight               0.30506427    -0.121164173     0.10217083   -0.006892138  0.063495496 -1.148879e-01
enginesize               0.05107853    -0.093338728     0.22948677    0.012168489 -0.024692349 -1.189942e-01
boreratio                0.22295110    -0.144979361     0.28689654    0.047848407  0.028006050  2.678664e-01
stroke                  -0.07262738     0.072305398    -0.13718076    0.204520737 -0.195425835 -5.091332e-01
compressionratio         0.23181711    -0.069808641    -0.02164947   -0.036136161 -0.041231285 -8.343746e-02
horsepower              -0.02594964    -0.082949669     0.42600326   -0.035521481  0.099258389 -1.129392e-01
peakrpm                 -0.22867112     0.091685379     0.22093704   -0.005240550  0.075981890 -1.834796e-01
citympg                 -0.10088516     0.084224490    -0.18944867   -0.033757200 -0.130005088  4.255684e-02
highwaympg              -0.14263201     0.092830941    -0.10935584    0.003594597 -0.086392007 -4.426546e-05
price                    0.06610476    -0.125359354     0.35958078   -0.045855779  0.042413913 -1.481671e-01
carbodyhardtop          -0.04798521    -0.037890323     0.29472951   -0.020002250 -0.034991372 -5.024859e-02
carbodyhatchback        -0.17146584     0.091183534     0.01951800    0.033184436  0.058051914 -4.809471e-02
carbodysedan             0.08020347    -0.068797208    -0.14838581   -0.093151391  0.011033507 -2.579797e-02
carbodywagon             0.17587052     0.012012500    -0.05892557    0.114673330 -0.064711704  1.610749e-01
carbodyconvertible      -0.04134705    -0.032648671     0.16015330   -0.017235190 -0.030150754 -4.329732e-02
drivewheelfwd           -0.28292846     0.103724872    -0.18786729    0.083538336  0.146139604 -1.028728e-03
drivewheelrwd            0.31022982    -0.088708347     0.20599566   -0.076186657 -0.133278786 -1.913921e-01
drivewheel4wd           -0.05102567    -0.040291148    -0.03388155   -0.021269643 -0.037208512  4.536812e-01
enginetypedohcv         -0.01667172    -0.013164408     0.44280744   -0.006949473 -0.012157212 -1.745810e-02
enginetypel              0.95495632    -0.046884403    -0.03942593   -0.024750213 -0.043297324 -6.217617e-02
enginetypeohc           -0.38369745     0.116687140    -0.18419825    0.061598984 -0.021425870 -4.017958e-01
enginetypeohcf          -0.06690588    -0.052830565     0.31986839   -0.027889184 -0.048788551  8.874485e-01
enginetypeohcv          -0.06196073    -0.048925749    -0.04114254   -0.025827837 -0.045182489 -6.488331e-02
enginetyperotor         -0.03359135    -0.026524572    -0.02230499   -0.014002286 -0.024495204 -3.517580e-02
enginetypedohc          -0.05937552    -0.046884403    -0.03942593   -0.024750213  0.203256882 -6.217617e-02
cylindernumberfive      -0.05670103    -0.044772557    -0.03765004   -0.023635373 -0.041347053 -5.937552e-02
cylindernumberfour       0.12807838     0.101133905    -0.21815970    0.053388452  0.093396250  1.341196e-01
cylindernumbersix       -0.08670853    -0.068467230     0.23749818   -0.036143759 -0.063228870 -9.079842e-02
cylindernumberthree     -0.01667172    -0.013164408    -0.01107019   -0.006949473 -0.012157212 -1.745810e-02
cylindernumbertwelve    -0.01667172    -0.013164408    -0.01107019   -0.006949473 -0.012157212 -1.745810e-02
cylindernumbertwo       -0.03359135    -0.026524572    -0.02230499   -0.014002286 -0.024495204 -3.517580e-02
cylindernumbereight     -0.03765004    -0.029729420     0.18000000   -0.015694121 -0.027454851 -3.942593e-02
fuelsystem2bbl          -0.16408166     0.157887378    -0.10895184   -0.068396133 -0.119650262  1.839701e-01
fuelsystem4bbl          -0.02901886    -0.022914024    -0.01926881   -0.012096283 -0.021160895 -3.038764e-02
fuelsystemidi            0.28648231    -0.061822357    -0.05198752   -0.032635939 -0.057092390 -8.198627e-02
fuelsystemmpfi           0.03917566    -0.174735797     0.17013926    0.106807443  0.186845923 -6.504629e-02
fuelsystemspdi          -0.05102567     0.221921086    -0.03388155   -0.021269643 -0.037208512 -5.343246e-02
fuelsystemspfi          -0.01667172    -0.013164408    -0.01107019   -0.006949473 -0.012157212 -1.745810e-02
fuelsystem1bbl          -0.05670103    -0.044772557    -0.03765004   -0.023635373 -0.041347053 -5.937552e-02
CarNameaudi             -0.04477256    -0.035353535    -0.02972942   -0.018663084 -0.032648671 -4.688440e-02
CarNamebmw              -0.04798521    -0.037890323    -0.03186265   -0.020002250 -0.034991372 -5.024859e-02
CarNamebuick            -0.04798521    -0.037890323    -0.03186265   -0.020002250 -0.034991372 -5.024859e-02
CarNamechevrolet        -0.02901886    -0.022914024    -0.01926881   -0.012096283 -0.021160895 -3.038764e-02
CarNamedodge            -0.05102567    -0.040291148    -0.03388155   -0.021269643 -0.037208512 -5.343246e-02
CarNamehonda            -0.06196073    -0.048925749    -0.04114254   -0.025827837 -0.045182489 -6.488331e-02
CarNameisuzu            -0.03359135    -0.026524572    -0.02230499   -0.014002286 -0.024495204 -3.517580e-02
CarNamejaguar           -0.02901886    -0.022914024    -0.01926881   -0.012096283 -0.021160895 -3.038764e-02
CarNamemaxda            -0.02363537    -0.018663084    -0.01569412   -0.009852217 -0.017235190 -2.475021e-02
CarNamemazda            -0.06690588    -0.052830565    -0.04442617   -0.027889184 -0.048788551 -7.006172e-02
CarNamemercury          -0.01667172    -0.013164408    -0.01107019   -0.006949473 -0.012157212 -1.745810e-02
CarNamemitsubishi       -0.06196073    -0.048925749    -0.04114254   -0.025827837 -0.045182489 -6.488331e-02
CarNamenissan           -0.07387729    -0.058335359    -0.04905525   -0.030795157 -0.053872178 -7.736195e-02
CarNamepeugeot           1.00000000    -0.044772557    -0.03765004   -0.023635373 -0.041347053 -5.937552e-02
CarNameplymouth         -0.04477256     1.000000000    -0.02972942   -0.018663084 -0.032648671 -4.688440e-02
CarNameporsche          -0.03765004    -0.029729420     1.00000000   -0.015694121 -0.027454851 -3.942593e-02
CarNamerenault          -0.02363537    -0.018663084    -0.01569412    1.000000000 -0.017235190 -2.475021e-02
CarNamesaab             -0.04134705    -0.032648671    -0.02745485   -0.017235190  1.000000000 -4.329732e-02
CarNamesubaru           -0.05937552    -0.046884403    -0.03942593   -0.024750213 -0.043297324  1.000000e+00
CarNametoyota           -0.10241119    -0.080866447    -0.06800204   -0.042689288 -0.074679435 -1.072418e-01
CarNamevolkswagen       -0.05392351    -0.042579359    -0.03580574   -0.022477586 -0.039321654 -5.646699e-02
CarNamevolvo            -0.05670103    -0.044772557    -0.03765004   -0.023635373 -0.041347053 -5.937552e-02
CarNamevw               -0.02363537    -0.018663084    -0.01569412   -0.009852217 -0.017235190 -2.475021e-02
CarNamealpha            -0.02901886    -0.022914024    -0.01926881   -0.012096283 -0.021160895 -3.038764e-02
                     CarNametoyota CarNamevolkswagen CarNamevolvo    CarNamevw CarNamealpha
car_ID                0.4614956290       0.325652325  0.390309517  0.146763129 -0.207992773
symboling            -0.0940462050       0.103150729 -0.403849397  0.173053969  0.147070722
fueltype             -0.0055238402       0.230820045 -0.005338180 -0.032635939 -0.040069514
aspiration            0.1668895517      -0.011489131 -0.169681996  0.046581471  0.057191457
doornumber            0.0013210881       0.109070825  0.210653079 -0.112200462 -0.137756661
