                        fueltype   aspiration   doornumber enginelocation    wheelbase    carlength
CarNameplymouth            0.1011339055       -0.06846723        -0.013164408         -0.013164408
CarNameporsche            -0.2181597030        0.23749818        -0.011070186         -0.011070186
CarNamerenault             0.0533884525       -0.03614376        -0.006949473         -0.006949473
CarNamesaab                0.0933962504       -0.06322887        -0.012157212         -0.012157212
CarNamesubaru              0.1341196224       -0.09079842        -0.017458096         -0.017458096
CarNametoyota              0.1024641819        0.01060377        -0.030111809         -0.030111809
CarNamevolkswagen          0.0675220154       -0.08246108        -0.015855050         -0.015855050
CarNamevolvo               0.0242994558        0.04795244        -0.016671719         -0.016671719
CarNamevw                  0.0533884525       -0.03614376        -0.006949473         -0.006949473
CarNamealpha              -0.0318244578        0.08197292        -0.008532374         -0.008532374
                     cylindernumbertwo cylindernumbereight fuelsystem2bbl fuelsystem4bbl fuelsystemidi
fueltype                 -0.0463832420         -0.05198752    -0.22656546  -0.0400695141    1.00000000
aspiration                0.0662030790          0.07420210     0.32337824   0.0571914574   -0.40139723
doornumber               -0.1594628906         -0.05128776     0.02052487  -0.1377566611    0.19149054
enginelocation            0.0171916242          0.01926881     0.08397490   0.0148514851    0.04006951
wheelbase                -0.0811739215          0.26172356    -0.39650542  -0.0701244556    0.30834586
carlength                -0.0578765373          0.24577840    -0.48723746  -0.0499983319    0.21267882
carwidth                 -0.0136987514          0.42353007    -0.52259433  -0.0118340652    0.23387981
carheight                -0.2387199302          0.01654868    -0.07941850  -0.2062251625    0.28463106
curbweight               -0.0375952338          0.30538972    -0.59734943  -0.0399227708    0.22555901
enginesize               -0.2242319231          0.34284478    -0.50436250  -0.2031322745    0.12007277
boreratio                 0.0001273477          0.21198942    -0.35334204   0.0001100130    0.05445103
stroke                   -0.0001869765         -0.02699729    -0.23486629  -0.0001615251    0.24182882
compressionratio          0.0536893345         -0.09570844     0.02141336   0.0463810949    0.69242146
horsepower                0.0347292587          0.27964888    -0.59889990  -0.0017300023   -0.17136124
peakrpm                   0.2221765217         -0.09238588    -0.07514916   0.1919336574   -0.50225528
citympg                  -0.1908498072         -0.24854408     0.55091642  -0.1599276807    0.25939975
highwaympg               -0.1671348310         -0.28165950     0.56868973  -0.1443842902    0.17311971
price                    -0.0045441554          0.47861443    -0.50137434  -0.0173060426    0.10567948
carbodyhardtop           -0.0284278390          0.13143343    -0.08494641  -0.0245582165    0.01863518
carbodyhatchback          0.1959069445         -0.04716850     0.12028812   0.1692399183   -0.20209294
carbodysedan             -0.1323897416         -0.02163960    -0.06083003  -0.1143687331    0.18562320
carbodywagon             -0.0525733582         -0.05892557     0.03034932  -0.0454170262    0.02818323
carbodyconvertible       -0.0244952036          0.16015330    -0.11965026  -0.0211608949   -0.05709239
symboling2               -0.0489122637          0.04734637    -0.17145552  -0.0422542831    0.15157170
symboling3               -0.0982946374         -0.04275298    -0.01270368  -0.0849146846    0.15643837
symboling4               -0.0843607386          0.04902783     0.39380382  -0.0728774803   -0.15930222
symboling5               -0.0606713844         -0.06800204    -0.06623150  -0.0524127420   -0.00552384
symboling6                0.3622097079          0.03193053    -0.23749827   0.3129054026   -0.12805632
symboling1               -0.0171916242         -0.01926881    -0.08397490  -0.0148514851   -0.04006951
drivewheelfwd            -0.1676150948         -0.18786729     0.41040350  -0.1447991801   -0.09034249
drivewheelrwd             0.1837892163          0.20599566    -0.46405595   0.1587716659    0.12203512
drivewheel4wd            -0.0302290978         -0.03388155     0.10713925  -0.0261142863   -0.07045671
enginetypedohcv          -0.0098768142          0.44280744    -0.04824469  -0.0085323735   -0.02302046
enginetypel              -0.0351757961         -0.03942593    -0.12734722  -0.0303876357    0.26816341
enginetypeohc            -0.2273135879         -0.25477889     0.21790864  -0.1963714616    0.02058395
enginetypeohcf           -0.0396370018         -0.04442617     0.12711932  -0.0342415781   -0.09238426
enginetypeohcv           -0.0367073497          0.47788639    -0.17930220  -0.0317107128   -0.08555595
enginetyperotor           1.0000000000         -0.02230499    -0.09720677   0.8638791170   -0.04638324
enginetypedohc           -0.0351757961         -0.03942593    -0.17182112  -0.0303876357   -0.08198627
cylindernumberfive       -0.0335913490         -0.03765004    -0.16408166  -0.0290188649    0.21352719
cylindernumberfour       -0.2622718099         -0.29396096     0.34560739  -0.2265711395   -0.02018417
cylindernumbersix        -0.0513686675         -0.05757532    -0.25091747  -0.0443763191   -0.06859413
cylindernumberthree      -0.0098768142         -0.01107019     0.10160623  -0.0085323735   -0.02302046
cylindernumbertwelve     -0.0098768142         -0.01107019    -0.04824469  -0.0085323735   -0.02302046
cylindernumbertwo         1.0000000000         -0.02230499    -0.09720677   0.8638791170   -0.04638324
cylindernumbereight      -0.0223049868          1.00000000    -0.10895184  -0.0192688123   -0.05198752
fuelsystem2bbl           -0.0972067749         -0.10895184     1.00000000  -0.0839749029   -0.22656546
fuelsystem4bbl            0.8638791170         -0.01926881    -0.08397490   1.0000000000   -0.04006951
fuelsystemidi            -0.0463832420         -0.05198752    -0.22656546  -0.0400695141    1.00000000
fuelsystemmpfi           -0.0603742681          0.17013926    -0.64036860  -0.1132531793   -0.30555866
fuelsystemspdi           -0.0302290978         -0.03388155    -0.14765827  -0.0261142863   -0.07045671
fuelsystemspfi           -0.0098768142         -0.01107019    -0.04824469  -0.0085323735   -0.02302046
fuelsystem1bbl           -0.0335913490         -0.03765004    -0.16408166  -0.0290188649   -0.07829330
CarNameaudi              -0.0265245724         -0.02972942    -0.12956300  -0.0229140242   -0.06182236
CarNamebmw               -0.0284278390         -0.03186265    -0.13885977  -0.0245582165   -0.06625841
CarNamebuick             -0.0284278390          0.62132166    -0.13885977  -0.0245582165    0.27331594
CarNamechevrolet         -0.0171916242         -0.01926881     0.17685623  -0.0148514851   -0.04006951
CarNamedodge             -0.0302290978         -0.03388155     0.15809876  -0.0261142863   -0.07045671
CarNamehonda             -0.0367073497         -0.04114254    -0.13646193  -0.0317107128   -0.08555595
CarNameisuzu             -0.0199004975         -0.02230499     0.12924083  -0.0171916242   -0.04638324
CarNamejaguar            -0.0171916242         -0.01926881    -0.08397490  -0.0148514851   -0.04006951
CarNamemaxda             -0.0140022861         -0.01569412     0.14404640  -0.0120962825   -0.03263594
CarNamemazda              0.5020686890         -0.04442617     0.12711932   0.4337266557    0.03387423
CarNamemercury           -0.0098768142         -0.01107019    -0.04824469  -0.0085323735   -0.02302046
CarNamemitsubishi        -0.0367073497         -0.04114254     0.07773942  -0.0317107128   -0.08555595
CarNamenissan            -0.0437670642         -0.04905525     0.19201183  -0.0378094528   -0.04392116
CarNamepeugeot           -0.0335913490         -0.03765004    -0.16408166  -0.0290188649    0.28648231
CarNameplymouth          -0.0265245724         -0.02972942     0.15788738  -0.0229140242   -0.06182236
CarNameporsche           -0.0223049868          0.18000000    -0.10895184  -0.0192688123   -0.05198752
CarNamerenault           -0.0140022861         -0.01569412    -0.06839613  -0.0120962825   -0.03263594
CarNamesaab              -0.0244952036         -0.02745485    -0.11965026  -0.0211608949   -0.05709239
CarNamesubaru            -0.0351757961         -0.03942593     0.18397008  -0.0303876357   -0.08198627
CarNametoyota            -0.0606713844         -0.06800204     0.07759750  -0.0524127420   -0.00552384
CarNamevolkswagen        -0.0319458657         -0.03580574    -0.15604407  -0.0275973662    0.23082005
CarNamevolvo             -0.0335913490         -0.03765004    -0.16408166  -0.0290188649   -0.00533818
CarNamevw                -0.0140022861         -0.01569412    -0.06839613  -0.0120962825   -0.03263594
CarNamealpha             -0.0171916242         -0.01926881    -0.08397490  -0.0148514851   -0.04006951
                     fuelsystemmpfi fuelsystemspdi fuelsystemspfi fuelsystem1bbl CarNameaudi  CarNamebmw
fueltype               -0.305558658   -0.070456709   -0.023020463   -0.078293302 -0.06182236 -0.06625841
aspiration              0.029157764   -0.394703334    0.032857244    0.111748499 -0.05144460  0.09457103
doornumber              0.013942469   -0.146271782   -0.079143013   -0.094687495  0.05808592  0.02599806
enginelocation         -0.131135260    0.026114286    0.008532374    0.029018865  0.02291402  0.02455822
wheelbase               0.343972080   -0.117358799   -0.032128736   -0.191073196  0.11001696  0.14780367
carlength               0.510307801   -0.079789813   -0.008244719   -0.297330468  0.14940546  0.17111997
carwidth                0.463335381   -0.046398661   -0.023157504   -0.194078398  0.24658791  0.05341185
carheight               0.094456296   -0.278615485   -0.066777582   -0.035288966  0.05428071  0.09094908
curbweight              0.539437184    0.004143810    0.028005522   -0.243333448  0.10111411  0.16180724
enginesize              0.529229807    0.025748921   -0.010594883   -0.195380539  0.03967044  0.23283687
boreratio               0.428798191   -0.004212753    0.025976820   -0.292226376 -0.10918917  0.10739871
stroke                 -0.090039342    0.251258903   -0.005687988    0.141194033  0.08690218 -0.05663214
compressionratio       -0.293472884   -0.422599769    0.010958604    0.049396727 -0.13909261 -0.10956372
horsepower              0.683525121    0.159605591   -0.024586171   -0.181760684  0.11252708  0.18464744
peakrpm                 0.150704203    0.083141390   -0.017039012    0.311063824  0.16792174 -0.01755303
citympg                -0.671955778   -0.126678639   -0.012357879    0.207354809 -0.19008973 -0.18679674
highwaympg             -0.638751406   -0.108094498   -0.016997649    0.186890396 -0.18903026 -0.16361143
price                   0.516295140   -0.061474847   -0.019580151   -0.170945398  0.10811655  0.32473069
carbodyhardtop          0.115814145   -0.043182233   -0.014109018   -0.047985205 -0.03789032 -0.04060914
carbodyhatchback       -0.194718368    0.197165392    0.097230559    0.148084135 -0.07874942 -0.14510889
carbodysedan            0.068853415   -0.105671457   -0.065706341   -0.093323822  0.09269242  0.21472841
carbodywagon            0.012395228   -0.079859571   -0.026092679   -0.022588874  0.01201250 -0.07510098
carbodyconvertible      0.186845923   -0.037208512   -0.012157212   -0.041347053 -0.03264867 -0.03499137
symboling2              0.120254011    0.002626708   -0.024275641   -0.082562203 -0.06519319 -0.06987112
symboling3             -0.042728161   -0.149310750   -0.048784603    0.110987167 -0.07374717  0.18180441
symboling4             -0.267038220    0.034013793   -0.041869071    0.005034273  0.07049874 -0.06332313
symboling5              0.085458875   -0.092160571    0.162791970    0.016874571  0.14115527 -0.01726609
symboling6              0.158745891    0.268574997   -0.027268221   -0.092740057 -0.07322988 -0.07848448
symboling1              0.131135260   -0.026114286   -0.008532374   -0.029018865 -0.02291402 -0.02455822
drivewheelfwd          -0.429087137    0.132019672   -0.083189033    0.200407660  0.04920282 -0.23943798
drivewheelrwd           0.441124995   -0.115181988    0.091216410   -0.182771055 -0.14432061  0.26254270
drivewheel4wd          -0.008151933   -0.045918367   -0.015003001   -0.051025668  0.22192109 -0.04318223
enginetypedohcv         0.075338931   -0.015003001   -0.004901961   -0.016671719 -0.01316441 -0.01410902
enginetypel             0.018294270   -0.053432462   -0.017458096   -0.059375523 -0.04688440 -0.05024859
enginetypeohc          -0.296618865    0.132984122    0.043450171    0.147775367  0.11668714  0.12506001
enginetypeohcf          0.001832396   -0.060209088   -0.019672237   -0.066905883 -0.05283056 -0.05662141
enginetypeohcv          0.279998434   -0.055758911   -0.018218222   -0.061960732 -0.04892575 -0.05243641
enginetyperotor        -0.060374268   -0.030229098   -0.009876814   -0.033591349 -0.02652457 -0.02842784
enginetypedohc          0.268315961   -0.053432462   -0.017458096   -0.059375523 -0.04688440 -0.05024859
cylindernumberfive      0.082586537   -0.051025668   -0.016671719   -0.056701031  0.67042544 -0.04798521
cylindernumberfour     -0.367743795    0.115258662    0.037658695    0.128078382 -0.28518505 -0.25389356
cylindernumbersix       0.361406461   -0.078029631   -0.025494779   -0.086708528 -0.06846723  0.39671109
cylindernumberthree    -0.065065441   -0.015003001   -0.004901961   -0.016671719 -0.01316441 -0.01410902
cylindernumbertwelve    0.075338931   -0.015003001   -0.004901961   -0.016671719 -0.01316441 -0.01410902
cylindernumbertwo      -0.060374268   -0.030229098   -0.009876814   -0.033591349 -0.02652457 -0.02842784
cylindernumbereight     0.170139262   -0.033881546   -0.011070186   -0.037650043 -0.02972942 -0.03186265
fuelsystem2bbl         -0.640368599   -0.147658274   -0.048244686   -0.164081662 -0.12956300 -0.13885977
fuelsystem4bbl         -0.113253179   -0.026114286   -0.008532374   -0.029018865 -0.02291402 -0.02455822
fuelsystemidi          -0.305558658   -0.070456709   -0.023020463   -0.078293302 -0.06182236 -0.06625841
fuelsystemmpfi          1.000000000   -0.199140081   -0.065065441   -0.221289566  0.20232566  0.21684351
fuelsystemspdi         -0.199140081    1.000000000   -0.015003001   -0.051025668 -0.04029115 -0.04318223
fuelsystemspfi         -0.065065441   -0.015003001    1.000000000   -0.016671719 -0.01316441 -0.01410902
fuelsystem1bbl         -0.221289566   -0.051025668   -0.016671719    1.000000000 -0.04477256 -0.04798521
CarNameaudi             0.202325660   -0.040291148   -0.013164408   -0.044772557  1.00000000 -0.03789032
CarNamebmw              0.216843506   -0.043182233   -0.014109018   -0.047985205 -0.03789032  1.00000000
CarNamebuick            0.014784784   -0.043182233   -0.014109018   -0.047985205 -0.03789032 -0.04060914
CarNamechevrolet       -0.113253179   -0.026114286   -0.008532374   -0.029018865 -0.02291402 -0.02455822
CarNamedodge           -0.055898970   -0.045918367   -0.015003001   -0.051025668 -0.04029115 -0.04318223
CarNamehonda           -0.201677193   -0.055758911   -0.018218222    0.915112349 -0.04892575 -0.05243641
CarNameisuzu           -0.131098411   -0.030229098    0.496309913   -0.033591349 -0.02652457 -0.02842784
CarNamejaguar           0.131135260   -0.026114286   -0.008532374   -0.029018865 -0.02291402 -0.02455822
CarNamemaxda           -0.092242792   -0.021269643   -0.006949473   -0.023635373 -0.01866308 -0.02000225
CarNamemazda           -0.185988232   -0.060209088   -0.019672237   -0.066905883 -0.05283056 -0.05662141
CarNamemercury          0.075338931   -0.015003001   -0.004901961   -0.016671719 -0.01316441 -0.01410902
CarNamemitsubishi      -0.241816829    0.628121746   -0.018218222   -0.061960732 -0.04892575 -0.05243641
CarNamenissan          -0.080933074   -0.066482703   -0.021722028   -0.073877285 -0.05833536 -0.06252120
CarNamepeugeot          0.039175665   -0.051025668   -0.016671719   -0.056701031 -0.04477256 -0.04798521
CarNameplymouth        -0.174735797    0.221921086   -0.013164408   -0.044772557 -0.03535354 -0.03789032
CarNameporsche          0.170139262   -0.033881546   -0.011070186   -0.037650043 -0.02972942 -0.03186265
CarNamerenault          0.106807443   -0.021269643   -0.006949473   -0.023635373 -0.01866308 -0.02000225
CarNamesaab             0.186845923   -0.037208512   -0.012157212   -0.041347053 -0.03264867 -0.03499137
CarNamesubaru          -0.065046294   -0.053432462   -0.017458096   -0.059375523 -0.04688440 -0.05024859
CarNametoyota           0.031554046   -0.092160571   -0.030111809   -0.102411191 -0.08086645 -0.08666901
CarNamevolkswagen       0.062027258   -0.048526159   -0.015855050   -0.053923512 -0.04257936 -0.04563463
CarNamevolvo            0.212819152   -0.051025668   -0.016671719   -0.056701031 -0.04477256 -0.04798521
CarNamevw               0.106807443   -0.021269643   -0.006949473   -0.023635373 -0.01866308 -0.02000225
CarNamealpha            0.131135260   -0.026114286   -0.008532374   -0.029018865 -0.02291402 -0.02455822
                     CarNamebuick CarNamechevrolet CarNamedodge CarNamehonda CarNameisuzu CarNamejaguar
fueltype              0.273315944     -0.040069514 -0.070456709 -0.085555946 -0.046383242  -0.040069514
aspiration           -0.167416276      0.057191457 -0.085161699  0.122114513  0.066203079   0.057191457
doornumber            0.025998065     -0.055901254 -0.050317493 -0.092470966 -0.017332923   0.025954154
enginelocation        0.024558216      0.014851485  0.026114286  0.031710713  0.017191624   0.014851485
wheelbase             0.408209543     -0.127604869 -0.133609491 -0.191713062 -0.092328749   0.214572653
carlength             0.347344832     -0.218994079 -0.227400355 -0.280777621 -0.117767375   0.226930245
carwidth              0.485409356     -0.194067558 -0.174349114 -0.185211639 -0.155429377   0.229245660
carheight             0.165353714     -0.066237883 -0.182891145 -0.051924816 -0.086802756  -0.129565462
curbweight            0.400207295     -0.197128323 -0.172124596 -0.238331699 -0.095203269   0.242275456
enginesize            0.402677878     -0.164183879 -0.140677906 -0.197858765 -0.093338626   0.264248466
boreratio             0.205292313     -0.153248172 -0.186629269 -0.296839470 -0.067748993   0.121894454
stroke                0.114073425     -0.067036071  0.075445241  0.172090505 -0.038517153   0.173192880
compressionratio      0.109431565      0.069136514 -0.102234912  0.045212802  0.026031309  -0.001860394
horsepower            0.242520328     -0.144834575 -0.099317657 -0.169245509 -0.105716074   0.225992927
peakrpm              -0.283780992      0.053438762  0.137257869  0.337023638  0.013763839  -0.075823140
citympg              -0.215407410      0.255324832  0.101256222  0.187911425  0.135328341  -0.212658158
highwaympg           -0.302028129      0.238276078  0.119928731  0.166230957  0.120786517  -0.233671709
price                 0.515094050     -0.111167929 -0.145233314 -0.166260265 -0.077182152   0.326074320
carbodyhardtop        0.219543147     -0.024558216 -0.043182233 -0.052436409 -0.028427839  -0.024558216
carbodyhatchback     -0.145108889      0.083575268  0.096745751  0.108098859 -0.027209298  -0.087754032
carbodysedan          0.012804905     -0.032960433 -0.057956372 -0.043634872  0.079640704   0.129856166
carbodywagon          0.001877525     -0.045417026 -0.007098628 -0.035805744 -0.052573358  -0.045417026
carbodyconvertible    0.114450945     -0.021160895 -0.037208512 -0.045182489 -0.024495204  -0.021160895
symboling2            0.255664763     -0.042254283  0.002626708 -0.090220838 -0.048912264  -0.042254283
symboling3           -0.033007718      0.001689844 -0.149310750  0.117403182  0.052081487   0.174898903
symboling4           -0.063323133      0.019344023  0.250225502  0.026156183 -0.004296149  -0.072877480
symboling5           -0.086669006      0.059510301 -0.092160571 -0.001614102  0.036497630  -0.052412742
symboling6           -0.003996895     -0.047463179 -0.013050959 -0.101342810 -0.054941922  -0.047463179
symboling1           -0.024558216     -0.014851485 -0.026114286 -0.031710713 -0.017191624  -0.014851485
drivewheelfwd        -0.239437980      0.102566086  0.180348302  0.218997875 -0.024443868  -0.144799180
drivewheelrwd         0.262542695     -0.093539896 -0.164476994 -0.199725263  0.037755149   0.158771666
drivewheel4wd        -0.043182233     -0.026114286 -0.045918367 -0.055758911 -0.030229098  -0.026114286
enginetypedohcv      -0.014109018     -0.008532374 -0.015003001 -0.018218222 -0.009876814  -0.008532374
enginetypel          -0.050248586      0.142653068 -0.053432462 -0.064883315 -0.035175796  -0.030387636
enginetypeohc        -0.099828603     -0.015037454  0.132984122  0.161483306  0.087546449  -0.196371462
enginetypeohcf       -0.056621414     -0.034241578 -0.060209088 -0.073112206 -0.039637002  -0.034241578
enginetypeohcv        0.361004508     -0.031710713 -0.055758911 -0.067708333 -0.036707350   0.134973803
enginetyperotor      -0.028427839     -0.017191624 -0.030229098 -0.036707350 -0.019900498  -0.017191624
enginetypedohc       -0.050248586     -0.030387636 -0.053432462 -0.064883315 -0.035175796   0.315693771
cylindernumberfive    0.399149663     -0.029018865 -0.051025668 -0.061960732 -0.033591349  -0.029018865
cylindernumberfour   -0.374654995     -0.031824458  0.115258662  0.139959188  0.075877379  -0.226571140
cylindernumbersix    -0.073380086     -0.044376319 -0.078029631 -0.094751784 -0.051368668   0.208322165
cylindernumberthree  -0.014109018      0.574513150 -0.015003001 -0.018218222 -0.009876814  -0.008532374
cylindernumbertwelve -0.014109018     -0.008532374 -0.015003001 -0.018218222 -0.009876814   0.574513150
cylindernumbertwo    -0.028427839     -0.017191624 -0.030229098 -0.036707350 -0.019900498  -0.017191624
cylindernumbereight   0.621321663     -0.019268812 -0.033881546 -0.041142537 -0.022304987  -0.019268812
fuelsystem2bbl       -0.138859772      0.176856235  0.158098758 -0.136461934  0.129240826  -0.083974903
fuelsystem4bbl       -0.024558216     -0.014851485 -0.026114286 -0.031710713 -0.017191624  -0.014851485
fuelsystemidi         0.273315944     -0.040069514 -0.070456709 -0.085555946 -0.046383242  -0.040069514
fuelsystemmpfi        0.014784784     -0.113253179 -0.055898970 -0.201677193 -0.131098411   0.131135260
fuelsystemspdi       -0.043182233     -0.026114286 -0.045918367 -0.055758911 -0.030229098  -0.026114286
fuelsystemspfi       -0.014109018     -0.008532374 -0.015003001 -0.018218222  0.496309913  -0.008532374
fuelsystem1bbl       -0.047985205     -0.029018865 -0.051025668  0.915112349 -0.033591349  -0.029018865
CarNameaudi          -0.037890323     -0.022914024 -0.040291148 -0.048925749 -0.026524572  -0.022914024
CarNamebmw           -0.040609137     -0.024558216 -0.043182233 -0.052436409 -0.028427839  -0.024558216
CarNamebuick          1.000000000     -0.024558216 -0.043182233 -0.052436409 -0.028427839  -0.024558216
CarNamechevrolet     -0.024558216      1.000000000 -0.026114286 -0.031710713 -0.017191624  -0.014851485
CarNamedodge         -0.043182233     -0.026114286  1.000000000 -0.055758911 -0.030229098  -0.026114286
CarNamehonda         -0.052436409     -0.031710713 -0.055758911  1.000000000 -0.036707350  -0.031710713
CarNameisuzu         -0.028427839     -0.017191624 -0.030229098 -0.036707350  1.000000000  -0.017191624
CarNamejaguar        -0.024558216     -0.014851485 -0.026114286 -0.031710713 -0.017191624   1.000000000
CarNamemaxda         -0.020002250     -0.012096283 -0.021269643 -0.025827837 -0.014002286  -0.012096283
CarNamemazda         -0.056621414     -0.034241578 -0.060209088 -0.073112206 -0.039637002  -0.034241578
CarNamemercury       -0.014109018     -0.008532374 -0.015003001 -0.018218222 -0.009876814  -0.008532374
CarNamemitsubishi    -0.052436409     -0.031710713 -0.055758911 -0.067708333 -0.036707350  -0.031710713
CarNamenissan        -0.062521204     -0.037809453 -0.066482703 -0.080730290 -0.043767064  -0.037809453
CarNamepeugeot       -0.047985205     -0.029018865 -0.051025668 -0.061960732 -0.033591349  -0.029018865
CarNameplymouth      -0.037890323     -0.022914024 -0.040291148 -0.048925749 -0.026524572  -0.022914024
CarNameporsche       -0.031862649     -0.019268812 -0.033881546 -0.041142537 -0.022304987  -0.019268812
CarNamerenault       -0.020002250     -0.012096283 -0.021269643 -0.025827837 -0.014002286  -0.012096283
CarNamesaab          -0.034991372     -0.021160895 -0.037208512 -0.045182489 -0.024495204  -0.021160895
CarNamesubaru        -0.050248586     -0.030387636 -0.053432462 -0.064883315 -0.035175796  -0.030387636
CarNametoyota        -0.086669006     -0.052412742 -0.092160571 -0.111911057 -0.060671384  -0.052412742
CarNamevolkswagen    -0.045634634     -0.027597366 -0.048526159 -0.058925565 -0.031945866  -0.027597366
CarNamevolvo         -0.047985205     -0.029018865 -0.051025668 -0.061960732 -0.033591349  -0.029018865
CarNamevw            -0.020002250     -0.012096283 -0.021269643 -0.025827837 -0.014002286  -0.012096283
CarNamealpha         -0.024558216     -0.014851485 -0.026114286 -0.031710713 -0.017191624  -0.014851485
                     CarNamemaxda  CarNamemazda CarNamemercury CarNamemitsubishi CarNamenissan CarNamepeugeot
fueltype             -0.032635939  0.0338742270   -0.023020463      -0.085555946  -0.043921158     0.28648231
aspiration            0.046581471  0.1318606008   -0.149189650      -0.190153369   0.100783252    -0.22596810
doornumber           -0.112200462 -0.0156504317   -0.079143013      -0.132804046  -0.038120210     0.21065308
enginelocation        0.012096283  0.0342415781    0.008532374       0.031710713   0.037809453     0.02901886
wheelbase            -0.093467063 -0.0569047723    0.045961546      -0.147396442  -0.156718504     0.45361602
carlength            -0.120567163 -0.0384142412    0.024750806      -0.127248123  -0.077149452     0.33060228
carwidth             -0.079213373 -0.0176560074    0.068451092      -0.079517859  -0.118726613     0.27630179
carheight             0.015275135 -0.0535862625    0.030880779      -0.323725974  -0.011651835     0.33770146
curbweight           -0.132271077 -0.1095303191    0.053452264      -0.085104839  -0.089641648     0.33472202
enginesize           -0.100978860 -0.1676585246    0.034879665      -0.044947723   0.038346656     0.08782865
boreratio            -0.110123018  0.0030268426    0.116674475      -0.076070987  -0.086481005     0.22295110
stroke               -0.033447050  0.0466318409   -0.030306825       0.198323719   0.057441289    -0.07262738
compressionratio     -0.006704752  0.0330656743   -0.083169068      -0.291159418   0.043540055     0.09790144
horsepower           -0.101748782 -0.1170296377    0.129835908       0.020832287  -0.009684315    -0.01200093
peakrpm              -0.024156080 -0.0236759481   -0.017039012       0.095904102   0.049858818    -0.23753703
citympg               0.087166269 -0.0009637072   -0.069159791      -0.006954988   0.076685049    -0.10174127
highwaympg            0.061611912  0.0464801227   -0.071958503       0.024818141   0.097867887    -0.14617339
price                -0.095053108 -0.0689667375    0.028344297      -0.131810787  -0.111382619     0.06610476
carbodyhardtop       -0.020002250 -0.0566214138   -0.014109018      -0.052436409   0.026484677    -0.04798521
carbodyhatchback      0.137843040  0.1136877516    0.097230559       0.192518920  -0.041667256    -0.17146584
carbodysedan         -0.093151391 -0.0009155851   -0.065706341      -0.083747647   0.019714236     0.08020347
carbodywagon         -0.036991397 -0.1047134771   -0.026092679      -0.096973889   0.042395585     0.17587052
carbodyconvertible   -0.017235190 -0.0487885506   -0.012157212      -0.045182489  -0.053872178    -0.04134705
symboling2           -0.034415396 -0.0974214579   -0.024275641      -0.025552056  -0.107572496    -0.08256220
symboling3           -0.069161569  0.0438311781   -0.048784603      -0.181308815  -0.032444761     0.34174142
symboling4            0.165981075  0.0445995705    0.117078328       0.026156183   0.205767296    -0.14239800
symboling5           -0.042689288 -0.1208427964   -0.030111809       0.053534376  -0.085944643    -0.10241119
symboling6           -0.038657954  0.1121330883   -0.027268221       0.194601294  -0.018895773    -0.09274006
symboling1           -0.012096283 -0.0342415781   -0.008532374      -0.031710713  -0.037809453    -0.02901886
drivewheelfwd         0.083538336  0.0083462233   -0.083189033       0.218997875   0.156157897    -0.28292846
drivewheelrwd        -0.076186657  0.0170262273    0.091216410      -0.199725263  -0.131079951     0.31022982
drivewheel4wd        -0.021269643 -0.0602090879   -0.015003001      -0.055758911  -0.066482703    -0.05102567
enginetypedohcv      -0.006949473 -0.0196722369   -0.004901961      -0.018218222  -0.021722028    -0.01667172
enginetypel          -0.024750213 -0.0700617204   -0.017458096      -0.064883315  -0.077361952     0.95495632
enginetypeohc         0.061598984  0.0071380129    0.043450171       0.161483306  -0.038282900    -0.38369745
enginetypeohcf       -0.027889184 -0.0789473684   -0.019672237      -0.073112206  -0.087173459    -0.06690588
enginetypeohcv       -0.025827837 -0.0731122065   -0.018218222      -0.067708333   0.343621233    -0.06196073
enginetyperotor      -0.014002286  0.5020686890   -0.009876814      -0.036707350  -0.043767064    -0.03359135
enginetypedohc       -0.024750213 -0.0700617204   -0.017458096      -0.064883315  -0.077361952    -0.05937552
cylindernumberfive   -0.023635373 -0.0669058830   -0.016671719      -0.061960732  -0.073877285    -0.05670103
cylindernumberfour    0.053388452 -0.0284736698    0.037658695       0.139959188  -0.081019866     0.12807838
cylindernumbersix    -0.036143759 -0.1023140232   -0.025494779      -0.094751784   0.208689658    -0.08670853
cylindernumberthree  -0.006949473 -0.0196722369   -0.004901961      -0.018218222  -0.021722028    -0.01667172
cylindernumbertwelve -0.006949473 -0.0196722369   -0.004901961      -0.018218222  -0.021722028    -0.01667172
cylindernumbertwo    -0.014002286  0.5020686890   -0.009876814      -0.036707350  -0.043767064    -0.03359135
cylindernumbereight  -0.015694121 -0.0444261658   -0.011070186      -0.041142537  -0.049055246    -0.03765004
fuelsystem2bbl        0.144046401  0.1271193193   -0.048244686       0.077739417   0.192011834    -0.16408166
fuelsystem4bbl       -0.012096283  0.4337266557   -0.008532374      -0.031710713  -0.037809453    -0.02901886
fuelsystemidi        -0.032635939  0.0338742270   -0.023020463      -0.085555946  -0.043921158     0.28648231
fuelsystemmpfi       -0.092242792 -0.1859882324    0.075338931      -0.241816829  -0.080933074     0.03917566
fuelsystemspdi       -0.021269643 -0.0602090879   -0.015003001       0.628121746  -0.066482703    -0.05102567
fuelsystemspfi       -0.006949473 -0.0196722369   -0.004901961      -0.018218222  -0.021722028    -0.01667172
fuelsystem1bbl       -0.023635373 -0.0669058830   -0.016671719      -0.061960732  -0.073877285    -0.05670103
CarNameaudi          -0.018663084 -0.0528305648   -0.013164408      -0.048925749  -0.058335359    -0.04477256
